streamer,stream_url,stream_started,stream_finished,stream_duration,stream_hours_watched,stream_avg_viewers,stream_max_viewers,stream_followers,stream_total_followers,stream_uniq_views,stream_total_uniq_views,stream_games
ares_rune,https://twitchtracker.com/ares_rune/streams/24698424800,2017-03-05 03:43:47,2017-03-05 14:35:00,651,444,41,54,0.9,10,63.4,688,"[{'game_title': ""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'game_date': '2017-03-05 14:30:00', 'game_avg_viewers': '41'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-03-05 09:30:00', 'game_avg_viewers': '42'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24688285328,2017-03-04 05:56:27,2017-03-04 16:15:00,618,412,40,57,0.6,6,45.3,467,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-03-04 12:10:00', 'game_avg_viewers': '44'}, {'game_title': ""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'game_date': '2017-03-04 16:10:00', 'game_avg_viewers': '32'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24670974944,2017-03-02 09:05:55,2017-03-02 13:45:00,279,130,28,35,0,0,28.8,134,"[{'game_title': 'Horizon Zero Dawn', 'game_date': '2017-03-02 10:40:00', 'game_avg_viewers': '31'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-03-02 12:40:00', 'game_avg_viewers': '26'}, {'game_title': 'Blackwake', 'game_date': '2017-03-02 13:40:00', 'game_avg_viewers': '25'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24652897344,2017-02-28 08:43:13,2017-02-28 13:55:00,311,129,25,27,0,0,17.9,93,
ares_rune,https://twitchtracker.com/ares_rune/streams/24661114192,2017-03-01 03:54:38,2017-03-01 14:25:00,630,294,28,34,0.2,2,22.8,239,
ares_rune,https://twitchtracker.com/ares_rune/streams/24645027424,2017-02-27 10:17:01,2017-02-27 14:15:00,237,173,44,55,1.5,6,74.7,295,"[{'game_title': 'Blackwake', 'game_date': '2017-02-27 13:30:00', 'game_avg_viewers': '46'}, {'game_title': 'StarCraft II', 'game_date': '2017-02-27 14:10:00', 'game_avg_viewers': '34'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24633087552,2017-02-26 03:19:23,2017-02-26 13:05:00,585,555,57,106,1.6,16,61.5,600,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-26 08:20:00', 'game_avg_viewers': '44'}, {'game_title': 'Blackwake', 'game_date': '2017-02-26 13:00:00', 'game_avg_viewers': '70'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24598016672,2017-02-22 10:13:53,2017-02-22 16:15:00,361,234,39,50,1.2,7,29.8,179,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-22 14:40:00', 'game_avg_viewers': '41'}, {'game_title': 'StarCraft II', 'game_date': '2017-02-22 16:10:00', 'game_avg_viewers': '31'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24570268464,2017-02-19 07:23:30,2017-02-19 15:05:00,461,222,29,34,-0.3,-2,27.9,214,"[{'game_title': 'Nioh', 'game_date': '2017-02-19 12:00:00', 'game_avg_viewers': '28'}, {'game_title': 'The Wild Eight', 'game_date': '2017-02-19 13:00:00', 'game_avg_viewers': '28'}, {'game_title': 'For Honor', 'game_date': '2017-02-19 15:00:00', 'game_avg_viewers': '29'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24623279552,2017-02-25 05:31:30,2017-02-25 09:45:00,253,139,33,42,0.7,3,54.8,231,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-25 08:30:00', 'game_avg_viewers': '35'}, {'game_title': 'For Honor', 'game_date': '2017-02-25 09:40:00', 'game_avg_viewers': '27'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24606497040,2017-02-23 11:32:56,2017-02-23 14:15:00,162,70,26,29,0.4,1,30.4,82,
ares_rune,https://twitchtracker.com/ares_rune/streams/24589742368,2017-02-21 10:36:31,2017-02-21 15:55:00,318,127,24,24,0.2,1,25.3,134,
ares_rune,https://twitchtracker.com/ares_rune/streams/24559105120,2017-02-18 05:40:16,2017-02-18 15:15:00,574,277,29,34,0.2,2,23.8,228,"[{'game_title': 'Nioh', 'game_date': '2017-02-18 12:20:00', 'game_avg_viewers': '29'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-18 15:10:00', 'game_avg_viewers': '26'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24550723584,2017-02-17 11:13:59,2017-02-17 15:55:00,281,135,29,35,0.2,1,33.7,158,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-17 14:00:00', 'game_avg_viewers': '30'}, {'game_title': 'For Honor', 'game_date': '2017-02-17 15:50:00', 'game_avg_viewers': '27'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24542258752,2017-02-16 10:34:20,2017-02-16 15:55:00,320,202,38,54,1.7,9,33.9,181,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-16 14:00:00', 'game_avg_viewers': '40'}, {'game_title': 'For Honor', 'game_date': '2017-02-16 15:50:00', 'game_avg_viewers': '34'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24533262960,2017-02-15 09:26:43,2017-02-15 13:45:00,258,120,28,33,0.5,2,29.1,125,"[{'game_title': 'For Honor', 'game_date': '2017-02-15 13:10:00', 'game_avg_viewers': '28'}, {'game_title': 'Nioh', 'game_date': '2017-02-15 13:40:00', 'game_avg_viewers': '23'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24525836496,2017-02-14 11:03:43,2017-02-14 15:15:00,251,121,29,39,0.5,2,31.3,131,
ares_rune,https://twitchtracker.com/ares_rune/streams/24516609392,2017-02-13 11:42:55,2017-02-13 15:05:00,202,97,29,33,0.6,2,47.2,159,
ares_rune,https://twitchtracker.com/ares_rune/streams/24503701808,2017-02-12 03:12:06,2017-02-12 08:05:00,292,223,46,59,0.2,1,64.1,312,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-12 04:20:00', 'game_avg_viewers': '28'}, {'game_title': 'For Honor', 'game_date': '2017-02-12 08:00:00', 'game_avg_viewers': '47'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24493255632,2017-02-11 04:38:24,2017-02-11 09:15:00,276,207,45,71,0.7,3,56.1,258,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-11 08:20:00', 'game_avg_viewers': '47'}, {'game_title': 'Nioh', 'game_date': '2017-02-11 09:10:00', 'game_avg_viewers': '38'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24484243904,2017-02-10 10:50:05,2017-02-10 16:45:00,354,224,38,50,1.7,10,29.2,172,
ares_rune,https://twitchtracker.com/ares_rune/streams/24474957104,2017-02-09 10:16:42,2017-02-09 16:35:00,378,195,31,43,1,6,35.4,223,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-09 13:20:00', 'game_avg_viewers': '34'}, {'game_title': 'For Honor', 'game_date': '2017-02-09 16:30:00', 'game_avg_viewers': '25'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24466652000,2017-02-08 10:48:10,2017-02-08 13:35:00,166,146,53,78,2.2,6,92.9,257,
ares_rune,https://twitchtracker.com/ares_rune/streams/24399118272,2017-02-01 01:50:39,2017-02-01 08:45:00,414,1552,225,335,9,62,299.1,2064,
ares_rune,https://twitchtracker.com/ares_rune/streams/24426790080,2017-02-04 04:04:05,2017-02-04 09:45:00,340,617,109,191,0,0,0,0,
ares_rune,https://twitchtracker.com/ares_rune/streams/24418298128,2017-02-03 10:44:43,2017-02-03 17:35:00,410,225,33,64,-0.4,-3,64.5,441,"[{'game_title': ""Tom Clancy's Ghost Recon"", 'game_date': '2017-02-03 14:20:00', 'game_avg_viewers': '29'}, {'game_title': 'Conan Exiles', 'game_date': '2017-02-03 17:30:00', 'game_avg_viewers': '38'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24438564464,2017-02-05 04:24:28,2017-02-05 10:45:00,380,297,47,58,0.8,5,47.2,299,
ares_rune,https://twitchtracker.com/ares_rune/streams/24392872608,2017-01-31 09:50:15,2017-01-31 18:05:00,494,938,114,289,5.2,43,139.2,1146,
ares_rune,https://twitchtracker.com/ares_rune/streams/24409745904,2017-02-02 09:32:51,2017-02-02 13:45:00,252,256,61,130,0.5,2,116.9,491,"[{'game_title': 'Conan Exiles', 'game_date': '2017-02-02 11:30:00', 'game_avg_viewers': '89'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-02 13:40:00', 'game_avg_viewers': '36'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24429131552,2017-02-04 11:26:06,2017-02-04 16:55:00,328,185,34,50,2.9,16,191,1044,"[{'game_title': 'Conan Exiles', 'game_date': '2017-02-04 16:50:00', 'game_avg_viewers': '36'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-02-04 15:00:00', 'game_avg_viewers': '30'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24383760160,2017-01-30 05:29:12,2017-01-30 12:15:00,405,222,33,45,0.1,1,39.3,265,
ares_rune,https://twitchtracker.com/ares_rune/streams/24352081888,2017-01-27 05:35:45,2017-01-27 12:45:00,429,293,41,62,0.6,4,57.6,412,
ares_rune,https://twitchtracker.com/ares_rune/streams/24344624064,2017-01-26 13:30:23,2017-01-26 18:25:00,294,137,28,33,0.6,3,41.6,204,
ares_rune,https://twitchtracker.com/ares_rune/streams/24343964656,2017-01-26 10:29:22,2017-01-26 12:35:00,125,50,24,26,0,0,0,0,
ares_rune,https://twitchtracker.com/ares_rune/streams/24335481504,2017-01-25 10:52:14,2017-01-25 12:55:00,122,52,26,28,0,0,44.8,91,
ares_rune,https://twitchtracker.com/ares_rune/streams/24326717760,2017-01-24 11:56:07,2017-01-24 15:35:00,218,130,36,37,-0.3,-1,69.1,251,
ares_rune,https://twitchtracker.com/ares_rune/streams/24361893536,2017-01-28 05:17:22,2017-01-28 10:55:00,337,185,33,46,0.7,4,36.7,206,
ares_rune,https://twitchtracker.com/ares_rune/streams/24294952416,2017-01-21 04:11:26,2017-01-21 10:45:00,393,189,29,34,0.2,1,34.5,226,"[{'game_title': 'Heroes of the Storm', 'game_date': '2017-01-21 07:20:00', 'game_avg_viewers': '25'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-01-21 10:40:00', 'game_avg_viewers': '29'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24278562768,2017-01-19 10:09:23,2017-01-19 13:15:00,185,95,31,42,0.6,2,63.2,195,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-01-19 13:00:00', 'game_avg_viewers': '31'}, {'game_title': 'Heroes of the Storm', 'game_date': '2017-01-19 13:10:00', 'game_avg_viewers': '32'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24262261968,2017-01-17 10:13:15,2017-01-17 12:55:00,161,67,25,27,0.4,1,32,86,"[{'game_title': 'Subsistence', 'game_date': '2017-01-17 11:40:00', 'game_avg_viewers': '25'}, {'game_title': 'Heroes of the Storm', 'game_date': '2017-01-17 12:50:00', 'game_avg_viewers': '25'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24254255696,2017-01-16 10:34:59,2017-01-16 13:35:00,180,111,37,48,0.7,2,65,195,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-01-16 13:10:00', 'game_avg_viewers': '39'}, {'game_title': 'Heroes of the Storm', 'game_date': '2017-01-16 13:30:00', 'game_avg_viewers': '25'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24244062160,2017-01-15 05:24:22,2017-01-15 09:15:00,230,161,42,64,0,0,57.7,221,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-01-15 09:10:00', 'game_avg_viewers': '46'}, {'game_title': 'Heroes of the Storm', 'game_date': '2017-01-15 08:50:00', 'game_avg_viewers': '33'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24215657344,2017-01-12 10:14:28,2017-01-12 14:45:00,270,130,29,38,0.4,2,31.3,141,
ares_rune,https://twitchtracker.com/ares_rune/streams/24206938416,2017-01-11 10:37:45,2017-01-11 14:15:00,217,104,29,34,-0.3,-1,39.5,143,"[{'game_title': 'Subsistence', 'game_date': '2017-01-11 12:20:00', 'game_avg_viewers': '27'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2017-01-11 14:10:00', 'game_avg_viewers': '30'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/24188816368,2017-01-09 10:35:44,2017-01-09 14:15:00,219,102,28,31,0.8,3,43.6,159,
ares_rune,https://twitchtracker.com/ares_rune/streams/24021011600,2016-12-24 11:09:05,2016-12-24 15:35:00,265,128,29,35,0.2,1,108.7,480,
ares_rune,https://twitchtracker.com/ares_rune/streams/24019268160,2016-12-24 04:38:38,2016-12-24 09:55:00,316,189,36,44,0,0,0,0,"[{'game_title': 'League of Legends', 'game_date': '2016-12-24 05:40:00', 'game_avg_viewers': '25'}, {'game_title': 'The Forest', 'game_date': '2016-12-24 09:40:00', 'game_avg_viewers': '37'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-24 09:50:00', 'game_avg_viewers': '34'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23944363216,2016-12-16 10:00:28,2016-12-16 12:45:00,164,79,29,32,1.1,3,41.7,114,
ares_rune,https://twitchtracker.com/ares_rune/streams/24001628400,2016-12-22 09:49:54,2016-12-22 12:05:00,135,56,25,26,-0.9,-2,91.6,206,
ares_rune,https://twitchtracker.com/ares_rune/streams/23962597424,2016-12-18 03:03:20,2016-12-18 10:45:00,461,760,99,179,7.3,56,82.4,633,"[{'game_title': 'Astroneer', 'game_date': '2016-12-18 08:40:00', 'game_avg_viewers': '117'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-18 10:40:00', 'game_avg_viewers': '50'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23953438832,2016-12-17 07:50:03,2016-12-17 15:55:00,484,266,33,39,0.2,2,29.3,236,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-17 12:40:00', 'game_avg_viewers': '33'}, {'game_title': 'Astroneer', 'game_date': '2016-12-17 15:50:00', 'game_avg_viewers': '33'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23937031360,2016-12-15 13:19:03,2016-12-15 14:35:00,75,32,26,29,7.2,9,209.6,262,
ares_rune,https://twitchtracker.com/ares_rune/streams/23912571856,2016-12-12 11:07:19,2016-12-12 14:15:00,187,87,28,33,0.3,1,46.8,146,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-12 13:10:00', 'game_avg_viewers': '29'}, {'game_title': ""Assassin's Creed IV: Black Flag"", 'game_date': '2016-12-12 14:10:00', 'game_avg_viewers': '25'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23902798848,2016-12-11 10:15:19,2016-12-11 11:55:00,99,44,27,31,2.4,4,99.4,164,
ares_rune,https://twitchtracker.com/ares_rune/streams/23872727984,2016-12-08 10:50:41,2016-12-08 14:55:00,244,109,27,37,1.5,6,49.9,203,
ares_rune,https://twitchtracker.com/ares_rune/streams/23864293456,2016-12-07 10:05:33,2016-12-07 15:35:00,329,159,29,35,0.5,3,12.9,71,"[{'game_title': 'Shadow Tactics: Blades of the Shogun', 'game_date': '2016-12-07 13:40:00', 'game_avg_viewers': '27'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-07 15:31:00', 'game_avg_viewers': '30'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23891496752,2016-12-10 11:13:53,2016-12-10 17:55:00,401,187,28,40,-0.3,-2,9.1,61,"[{'game_title': 'DragonBall Xenoverse 2', 'game_date': '2016-12-10 14:20:00', 'game_avg_viewers': '25'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-10 16:20:00', 'game_avg_viewers': '28'}, {'game_title': ""Assassin's Creed III"", 'game_date': '2016-12-10 17:50:00', 'game_avg_viewers': '29'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23900448736,2016-12-11 03:27:44,2016-12-11 06:55:00,207,89,26,27,0,0,0,0,"[{'game_title': ""Assassin's Creed III"", 'game_date': '2016-12-11 05:20:00', 'game_avg_viewers': '25'}, {'game_title': ""Assassin's Creed IV: Black Flag"", 'game_date': '2016-12-11 06:50:00', 'game_avg_viewers': '26'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23855794912,2016-12-06 10:39:27,2016-12-06 13:25:00,165,82,30,36,2.2,6,46.2,127,
ares_rune,https://twitchtracker.com/ares_rune/streams/23835255024,2016-12-04 03:46:34,2016-12-04 07:15:00,208,128,37,50,1.2,4,50.5,175,
ares_rune,https://twitchtracker.com/ares_rune/streams/23824480688,2016-12-03 05:28:16,2016-12-03 07:55:00,146,60,25,26,0.4,1,71.1,173,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-03 07:40:00', 'game_avg_viewers': '25'}, {'game_title': 'Lineage Eternal: Twilight Resistance', 'game_date': '2016-12-03 07:50:00', 'game_avg_viewers': '26'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23807398672,2016-12-01 10:28:47,2016-12-01 15:15:00,286,133,28,32,0.4,2,40.5,193,
ares_rune,https://twitchtracker.com/ares_rune/streams/23773365888,2016-11-27 09:31:37,2016-11-27 10:35:00,63,26,25,25,3.8,4,172.4,181,
ares_rune,https://twitchtracker.com/ares_rune/streams/23761108336,2016-11-26 05:21:35,2016-11-26 09:25:00,243,101,25,31,0.7,3,32.8,133,"[{'game_title': 'Planet Coaster', 'game_date': '2016-11-26 08:40:00', 'game_avg_viewers': '25'}, {'game_title': 'Yakuza 0', 'game_date': '2016-11-26 09:20:00', 'game_avg_viewers': '23'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23790756208,2016-11-29 10:08:10,2016-11-29 15:25:00,316,158,30,38,1.3,7,46.3,244,
ares_rune,https://twitchtracker.com/ares_rune/streams/23745292272,2016-11-24 10:49:15,2016-11-24 13:55:00,185,80,26,29,0,0,77.8,240,
ares_rune,https://twitchtracker.com/ares_rune/streams/23771407184,2016-11-27 03:48:06,2016-11-27 08:25:00,276,119,26,30,0,0,0,0,
ares_rune,https://twitchtracker.com/ares_rune/streams/23720685344,2016-11-21 10:23:48,2016-11-21 13:25:00,181,78,26,28,-0.3,-1,61.7,186,
ares_rune,https://twitchtracker.com/ares_rune/streams/23709548640,2016-11-20 04:12:21,2016-11-20 12:45:00,512,247,29,36,0.6,5,37.5,320,"[{'game_title': 'Yakuza 0', 'game_date': '2016-11-20 11:50:00', 'game_avg_viewers': '28'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-11-20 12:40:00', 'game_avg_viewers': '34'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23699161664,2016-11-19 04:52:41,2016-11-19 15:05:00,612,316,31,44,0.7,7,14.7,150,"[{'game_title': 'Planet Coaster', 'game_date': '2016-11-19 08:40:00', 'game_avg_viewers': '33'}, {'game_title': 'Talk Shows & Podcasts', 'game_date': '2016-11-19 13:10:00', 'game_avg_viewers': '27'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-11-19 15:00:00', 'game_avg_viewers': '37'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23691033680,2016-11-18 09:41:07,2016-11-18 15:25:00,343,148,26,33,0.2,1,12.1,69,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-11-18 13:20:00', 'game_avg_viewers': '26'}, {'game_title': 'Planet Coaster', 'game_date': '2016-11-18 15:20:00', 'game_avg_viewers': '25'}]"
